dit,ca,moa,max_cc,buggy,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob
2.504334,2.441556,3.870651,1.119277,True,True,0.84271803397,True,0.6,True,0.753057494885
1.0,1.0,1.0,1.0,False,False,0.266411066578,False,0.467034632035,False,0.498082125971
1.0,2.0,0.0,2.0,False,False,0.12509520679,False,0.09,False,0.157700006795
1.0,0.0,0.0,1.0,False,False,0.0849894470928,False,0.0263555901516,False,0.476715322709
6.0,1.0,0.0,1.0,False,False,0.256355715919,False,0.0375,False,0.183737713332
4.0,4.0,0.0,1.0,False,True,0.562935910143,True,0.7,True,0.730349439455
1.0,11.0,0.0,5.0,False,False,0.257204023819,False,0.3,False,0.315378504163
2.0,10.0,1.0,4.0,False,True,0.646440351236,False,0.4,False,0.42202309579
1.0,3.0,3.0,7.0,False,True,0.552281008412,False,0.1,False,0.216801904943
1.0,12.0,0.0,1.0,False,False,0.15614689699,False,0.1,False,0.155979029099
1.0,3.0,0.0,4.0,False,False,0.230883195595,False,0.0,False,0.186437114075
1.962415,1.0,0.0,1.00876,True,False,0.449079564598,True,0.707692307692,True,0.566247319447
2.0,6.0,0.0,3.0,False,False,0.233644278461,False,0.2,False,0.100005152033
2.0,0.0,0.0,4.0,True,False,0.205724465585,False,0.1,False,0.212118029266
2.644552,1.305906,1.172905,3.979994,True,True,0.69741654634,True,0.8,True,0.941639684388
2.906494,1.0,0.0,2.0,True,True,0.50337609855,True,0.573333333333,True,0.597384218782
3.0,2.0,1.0,2.0,False,False,0.262475818015,False,0.0,False,0.180054875087
4.0,1.0,1.0,3.0,False,False,0.333358935978,False,0.14,False,0.18437127477
1.0,2.0,0.0,8.0,True,True,0.63990118619,False,0.4,False,0.45719395707
3.0,9.0,1.0,3.0,False,False,0.317600495591,False,0.35,False,0.446544263103
1.0,0.0,0.0,3.0,False,False,0.121317836186,False,0.0,False,0.13887944492
4.0,2.0,0.0,0.0,False,False,0.181793964164,False,0.35,False,0.365906697584
3.0,1.0,1.0,1.0,False,False,0.293836776655,False,0.211886495857,False,0.493900536126
6.0,1.0,1.0,2.0,False,False,0.368729828729,False,0.0333333333333,False,0.145225655178
1.0,1.0,0.0,4.0,False,False,0.19225270607,False,0.0,False,0.0494563106232
2.0,9.0,3.0,2.0,False,True,0.873319411178,False,0.3,False,0.27847954551
4.0,4.0,0.0,1.0,False,True,0.562935910143,True,0.7,True,0.730349439455
0.0,0.0,3.0,5.0,False,False,0.461818614178,False,0.05,False,0.18175783247
2.099321,3.972238,1.805129,6.097056,True,True,0.868194122212,True,1.0,True,0.534146916151
1.0,0.0,4.0,1.0,False,False,0.450564316802,False,0.1,False,0.101933191108
3.0,1.0,0.0,1.0,True,False,0.222035373843,False,0.265834479991,False,0.493608490135
1.0,2.0,0.0,1.0,False,False,0.161525097826,False,0.124258525845,False,0.49177217856
6.0,1.0,1.0,1.0,False,False,0.331358756812,False,0.0333333333333,False,0.189286859677
3.838793,1.603259,1.39612,3.0,True,True,0.725703882457,True,1.0,True,0.856137785767
0.0,1.0,0.0,1.0,False,False,0.0704545308353,False,0.0,False,3.15672660172e-07
1.0,1.0,0.0,5.0,False,False,0.378366725143,False,0.342857142857,False,0.495765004734
2.0,4.0,3.0,1.0,False,True,0.815066981579,False,0.2,False,0.130113718706
3.292353,1.846465,2.9154,3.0,True,True,0.520368685739,True,0.8,True,0.640854320054
1.0,13.0,0.0,1.0,True,False,0.16547721254,False,0.1,False,0.155979029099
3.0,5.0,2.0,2.0,False,False,0.446050689938,False,0.4,False,0.443300531809
1.0,13.0,0.0,1.0,False,False,0.16547721254,False,0.1,False,0.155979029099
1.103531,1.0,1.257462,3.455583,True,True,0.594980050366,True,0.85,True,0.611711511376
1.0,9.0,0.0,1.0,True,False,0.249418070375,False,0.25,False,0.492609591949
5.885048,0.316878,0.856563,1.0,True,True,0.622753940294,True,1.0,False,0.413760984902
6.0,1.0,0.0,1.0,False,False,0.256355715919,False,0.0375,False,0.183737713332
0.0,1.0,0.0,1.0,False,False,0.0704545308353,False,0.0,False,3.15672660172e-07
6.0,1.0,0.0,0.0,False,False,0.234708901073,False,0.0,False,0.0494144327275
2.075408,1.958957,0.0,1.0,True,False,0.467115144941,True,0.538181818182,True,0.688309332642
1.0,0.0,0.0,1.0,False,False,0.0849894470928,False,0.0263555901516,False,0.476715322709
3.0,3.0,4.0,5.0,True,True,0.917366403469,True,0.6,True,0.728063349605
2.0,1.0,1.0,3.0,True,True,0.5765234158,False,0.5,True,0.540425326739
3.0,0.0,0.0,1.0,False,False,0.221210660552,False,0.254150416577,False,0.496550996689
1.0,3.0,0.0,4.0,False,False,0.304030951055,False,0.0,False,0.178915544927
3.0,2.0,1.0,1.0,False,False,0.202557522031,False,0.0,False,0.165980004994
0.0,1.0,0.0,6.0,False,False,0.440207630887,False,0.0,False,0.178386425656
2.136472,1.746233,0.0,2.0,True,False,0.494945296372,True,0.9,True,0.863531169174
1.0,7.0,0.0,1.0,True,False,0.164525013485,False,0.121388888889,False,0.490350145812
4.0,3.0,0.0,4.0,False,False,0.419396681443,False,0.5,False,0.441355935844
1.0,1.0,0.0,6.0,False,False,0.461851449987,False,0.0,False,0.251996657842
3.0,3.0,0.0,1.0,False,False,0.165096375057,False,0.0,False,0.150809166662
1.0,0.0,0.0,5.0,False,False,0.399635246886,False,0.0,False,0.339295391946
1.0,2.697518,0.0,4.720151,True,False,0.394227632821,False,0.2,False,0.47819993685
3.0,4.0,0.0,4.0,False,True,0.719570786621,True,0.7,True,0.543961682582
4.0,2.0,0.0,5.0,False,True,0.829878827487,False,0.3,True,0.531808883
3.0,1.0,0.0,2.0,False,False,0.265502088864,False,0.175119047619,False,0.494021943586
1.0,1.0,2.0,3.0,True,False,0.329386708536,False,0.1,False,0.118249017061
2.0,3.0,4.0,3.0,True,True,0.504966917986,True,0.675,False,0.304351568666
2.903726,1.781558,0.0,4.342863,True,True,0.748033952072,True,0.7,True,0.538073840283
5.0,1.0,1.0,1.0,False,False,0.42038499163,True,0.61,False,0.499043151977
2.979254,2.0,1.072846,1.219322,True,False,0.211659880983,False,0.3,False,0.368684830386
1.0,2.0,3.0,4.0,False,False,0.476316129286,False,0.4,False,0.427416098998
1.0,3.0,1.0,1.0,False,False,0.305445005908,False,0.452976190476,True,0.501197540088
1.0,1.0,0.0,1.0,False,False,0.148321311039,False,0.156594827989,False,0.491034736596
1.0,0.0,0.0,0.0,False,False,0.0894792565756,False,0.0,False,0.000235744061302
3.0,2.0,0.0,1.0,False,False,0.160862975172,False,0.02,False,0.182812520204
1.087567,3.0,0.128719,1.0,True,False,0.445442752404,True,1.0,True,0.671275175903
2.0,3.0,0.0,1.0,True,False,0.246797853335,False,0.406666666667,False,0.494914143209
1.0,3.0,0.0,1.0,False,False,0.107772842039,False,0.0,False,0.158713201115
1.0,4.0,0.0,5.0,False,False,0.423289055415,False,0.0,False,0.219546851365
3.0,2.0,3.0,2.0,False,True,0.793762678989,True,0.7,True,0.617815561901
3.0,1.0,1.0,3.0,False,False,0.305051397994,False,0.1,False,0.362107085224
3.0,1.0,0.0,2.0,False,False,0.265502088864,False,0.175119047619,False,0.494021943586
1.0,1.0,0.0,1.0,False,False,0.148321311039,False,0.156594827989,False,0.491034736596
1.0,1.0,0.0,1.0,False,False,0.148321311039,False,0.156594827989,False,0.491034736596
1.0,1.0,0.0,5.0,True,False,0.409739494185,False,0.0,False,0.166825485252
3.0,1.0,1.0,4.0,False,False,0.415033895275,False,0.1,False,0.160438687116
2.0,1.0,1.0,1.0,True,False,0.159710180221,False,0.28125,True,0.566590603682
2.0,3.0,0.0,4.0,False,False,0.347957148227,False,0.5,False,0.308407010963
4.0,1.0,1.0,1.0,True,False,0.391140967983,False,0.478333333333,True,0.500028706915
5.0,2.0,0.0,0.0,False,False,0.21704751951,False,0.0,False,0.0852852419631
4.0,0.0,0.0,2.0,False,False,0.19819700777,False,0.0,False,0.0237493491627
3.0,2.0,1.0,6.0,False,True,0.527515060926,False,0.3,False,0.386729565691
1.0,0.0,3.0,1.0,False,False,0.355689415599,False,0.00232558139535,False,0.0302606543685
1.0,0.0,0.0,1.0,False,False,0.0976197859209,False,0.0177275603688,False,0.476723239551
2.562407,3.688036,0.543902,2.468811,True,True,0.56091497943,True,0.966666666667,True,0.688184585499
6.0,1.0,0.0,3.0,False,False,0.345723815032,False,0.4,True,0.520394376129
4.0,1.0,2.0,3.0,True,False,0.439976586337,False,0.1,False,0.472161625039
2.0,1.0,0.0,3.0,False,False,0.214320108076,False,0.0761904761905,False,0.132823051954
1.0,1.0,0.0,6.0,False,False,0.461851449987,False,0.0,False,0.251996657842
3.0,0.0,1.0,1.0,False,False,0.178098472698,False,0.0,False,0.108717046425
3.0,1.210014,2.546711,5.330515,True,True,0.87100104637,True,1.0,True,0.597569168619
6.0,1.0,0.0,1.0,False,False,0.230894984996,False,0.0,False,0.184552736134
1.0,1.0,0.0,0.0,False,False,0.0984352647876,False,0.019111381619,False,0.0244175189959
2.0,1.0,0.0,2.0,False,False,0.261731026859,False,0.337698412698,False,0.496089353349
1.0,1.0,0.0,0.0,False,False,0.0984352647876,False,0.019111381619,False,0.0244175189959
1.0,1.0,0.0,0.0,False,False,0.0984352647876,False,0.019111381619,False,0.0244175189959
1.0,1.0,0.0,0.0,False,False,0.0984352647876,False,0.019111381619,False,0.0244175189959
1.0,0.0,0.0,0.0,False,False,0.0894792565756,False,0.0,False,0.000235744061302
1.0,0.0,0.0,0.0,False,False,0.0894792565756,False,0.0,False,0.000235744061302
1.0,0.0,0.0,0.0,False,False,0.0894792565756,False,0.0,False,0.000235744061302
1.0,0.0,0.0,0.0,False,False,0.0894792565756,False,0.0,False,0.000235744061302
1.0,0.0,0.0,0.0,False,False,0.0894792565756,False,0.0,False,0.000235744061302
1.0,0.0,0.0,0.0,False,False,0.0894792565756,False,0.0,False,0.000235744061302
1.0,0.0,0.0,0.0,False,False,0.0894792565756,False,0.0,False,0.000235744061302
1.0,0.0,0.0,0.0,False,False,0.0894792565756,False,0.0,False,0.000235744061302
1.0,0.0,0.0,0.0,False,False,0.0894792565756,False,0.0,False,0.000235744061302
1.0,0.0,0.0,0.0,False,False,0.0894792565756,False,0.0,False,0.000235744061302
1.0,0.0,0.0,0.0,False,False,0.0894792565756,False,0.0,False,0.000235744061302
1.0,0.0,0.0,0.0,False,False,0.0894792565756,False,0.0,False,0.000235744061302
1.0,0.0,0.0,0.0,False,False,0.0894792565756,False,0.0,False,0.000235744061302
1.0,0.0,0.0,0.0,False,False,0.0894792565756,False,0.0,False,0.000235744061302
1.0,0.0,0.0,0.0,False,False,0.0894792565756,False,0.0,False,0.000235744061302
4.0,4.0,1.0,1.0,False,False,0.350783185872,True,0.686666666667,False,0.359864435222
0.0,1.0,0.0,1.0,False,False,0.0756159495589,False,0.0,False,3.22566185092e-07
3.0,4.0,0.0,4.0,True,True,0.719570786621,True,0.7,True,0.543961682582
1.0,8.0,0.0,1.0,False,False,0.119876798154,False,0.0,False,0.0482448482603
4.0,1.0,0.0,1.0,False,False,0.16063900418,False,0.0,False,0.107197157708
0.0,0.0,2.0,1.0,False,False,0.170830971722,False,0.0,False,0.00446067193253
0.0,1.0,0.0,4.0,False,False,0.172622084684,False,0.1,False,0.061365227412
1.0,3.0,0.0,3.0,True,True,0.504424573434,True,0.8,True,0.815031907782
2.0,3.0,0.0,2.0,True,False,0.328461077318,False,0.196031746032,False,0.444187413823
3.0,0.0,0.0,1.0,False,False,0.243555166021,False,0.430396547897,False,0.49642587074
1.456581,3.0,0.0,2.450453,True,False,0.494697956597,True,0.9,True,0.734788812958
1.0,3.0,0.0,3.0,True,True,0.504424573434,True,0.8,True,0.815031907782
3.0,1.0,1.0,1.0,False,False,0.279264750289,False,0.236379437556,False,0.495499624119
3.0,1.0,0.0,3.0,False,False,0.217339710678,False,0.175238095238,False,0.316647912455
1.0,0.0,0.0,1.0,False,False,0.0957500761576,False,0.0278410036527,False,0.477175181155
3.0,1.0,0.0,3.0,False,False,0.217339710678,False,0.175238095238,False,0.316647912455
2.0,7.0,1.0,1.0,False,False,0.19190149063,False,0.16,False,0.223792975091
2.320812,2.0,2.874565,1.688302,True,False,0.444051150128,True,0.8,True,0.558686635448
2.0,3.0,0.0,3.0,False,False,0.210021165797,False,0.128571428571,False,0.385516725612
3.0,0.0,0.0,3.0,False,False,0.201108829705,False,0.108333333333,False,0.197949550918
2.0,2.0,0.0,2.0,False,False,0.248853199446,False,0.215555555556,False,0.450455226706
5.0,7.0,0.0,1.0,True,False,0.203512314559,False,0.5,True,0.557977249395
3.0,2.0,3.0,1.0,False,False,0.455608082808,False,0.1,False,0.378450593434
1.0,1.0,0.0,1.0,False,False,0.145644633836,False,0.130523894336,False,0.491851748028
2.695764,0.596579,1.936551,2.357618,True,True,0.673517443625,True,1.0,True,0.802055561199
2.225396,1.196689,0.0,1.0,True,False,0.46279753045,True,0.883076923077,True,0.914805585392
1.0,0.0,0.0,2.0,False,False,0.104929548671,False,0.0,False,0.0560726626258
1.0,11.0,0.0,1.0,False,False,0.118559014717,False,0.128333333333,False,0.204737199815
6.0,0.0,0.0,1.0,True,False,0.163300506367,False,0.0,False,0.121746474315
1.0,2.0,3.0,3.0,False,False,0.45378533745,False,0.2,False,0.448220395783
4.0,0.0,0.0,1.0,False,False,0.148097469799,False,0.0,False,0.0903314057922
4.0,3.0,0.0,1.0,False,False,0.180287975675,False,0.05,False,0.107993030846
2.0,8.0,1.0,1.0,False,False,0.188274980177,False,0.1,False,0.0328507631527
1.0,11.0,0.0,1.0,False,False,0.118559014717,False,0.128333333333,False,0.204737199815
6.0,1.0,1.0,1.0,False,False,0.219775055126,False,0.0,False,0.181990449087
1.0,1.0,0.0,0.0,False,False,0.0923479224688,False,0.0,False,0.00016399873599
1.0,1.0,0.0,0.0,False,False,0.0923479224688,False,0.0,False,0.00016399873599
1.0,2.0,0.0,1.0,False,False,0.164005091376,False,0.186799684276,False,0.492683394371
6.0,1.0,0.0,1.0,False,False,0.174955243587,False,0.0,False,0.161773214491
3.0,1.0,0.0,3.0,False,False,0.217339710678,False,0.175238095238,False,0.316647912455
1.0,5.0,1.0,2.0,False,False,0.182235538668,False,0.5,False,0.406812956664
4.0,0.0,0.0,1.0,False,False,0.148097469799,False,0.0,False,0.0903314057922
4.0,0.0,0.0,1.0,False,False,0.148097469799,False,0.0,False,0.0903314057922
0.0,1.0,0.0,4.0,False,False,0.172622084684,False,0.1,False,0.061365227412
2.0,2.0,0.0,1.0,False,False,0.161481660055,False,0.140952380952,False,0.481884348479
3.0,2.0,0.0,2.0,False,False,0.346276629134,False,0.39,False,0.496223756903
1.0,4.0,0.0,4.0,False,False,0.254756674473,False,0.0,False,0.262439208345
3.0,3.0,1.0,3.0,False,True,0.635162452957,False,0.5,True,0.652193381653
1.0,1.0,0.0,5.0,False,False,0.443755340938,False,0.233333333333,False,0.49226969463
2.0,0.0,1.0,3.0,False,False,0.225997052227,False,0.5,False,0.495308854283
1.0,0.0,1.0,1.0,False,False,0.126941790604,False,0.135338072508,False,0.277840027651
1.0,1.0,0.0,1.0,False,False,0.145644633836,False,0.130523894336,False,0.491851748028
1.582614,1.802271,1.245802,3.924151,True,True,0.673874810804,True,1.0,True,0.954696310872
3.0,3.0,1.0,3.0,True,True,0.635162452957,False,0.5,True,0.652193381653
4.0,3.0,0.0,1.0,False,False,0.180287975675,False,0.05,False,0.107993030846
2.0,1.0,3.0,2.0,True,False,0.445180239662,False,0.5,True,0.736064514981
1.0,2.0,0.0,1.0,False,False,0.164005091376,False,0.186799684276,False,0.492683394371
2.0,3.0,1.0,3.0,False,False,0.268092504477,True,0.7,True,0.644064231541
3.0,1.0,0.0,5.0,True,False,0.399936182265,False,0.15,False,0.418121643829
1.0,1.0,0.0,4.0,False,False,0.224539181958,False,0.14,False,0.120137766848
3.0,0.0,0.0,1.0,False,False,0.243555166021,False,0.430396547897,False,0.49642587074
4.0,0.0,0.0,0.0,False,False,0.141512405136,False,0.216666666667,False,0.299050161645
3.0,2.0,1.0,1.0,False,False,0.202847647191,False,0.1,False,0.163586773465
1.387263,1.504166,0.0,1.0,True,False,0.444433769943,True,1.0,True,0.979611215783
2.023565,1.74624,2.0,3.0,True,True,0.713975996541,True,0.9,True,0.865630872244
4.0,2.0,1.0,3.0,True,False,0.312113324847,False,0.2,False,0.227222502284
3.0,0.0,0.0,1.0,False,False,0.243555166021,False,0.430396547897,False,0.49642587074
0.0,2.0,0.0,2.0,False,False,0.0931942221726,False,0.0,False,0.0346271219786
5.793489,1.379585,0.172992,1.0,True,True,0.516410226337,True,0.7,True,0.645386222174
1.0,1.0,0.0,4.0,False,False,0.224539181958,False,0.14,False,0.120137766848
1.0,3.0,3.0,1.0,False,False,0.415803415793,False,0.0566666666667,False,0.432778727465
4.0,1.0,0.0,1.0,False,False,0.16063900418,False,0.0,False,0.107197157708
5.0,4.0,0.0,2.0,True,True,0.557963113175,True,0.8,True,0.855357835338
2.159658,1.666118,0.0,2.0,True,False,0.488224309334,True,1.0,True,0.939659772168
4.389628,4.0,0.0,2.0,True,True,0.552759188378,True,0.666666666667,True,0.763881079117
1.0,1.0,0.0,5.0,False,False,0.420426596614,False,0.423333333333,False,0.492892005326
1.0,1.0,0.0,1.0,False,False,0.123572594998,False,0.104742527663,False,0.488358190135
2.0,1.0,0.0,0.0,False,False,0.110050030184,False,0.330952380952,False,0.0726896418392
5.0,2.0,2.0,1.0,False,False,0.437220730005,True,0.7,True,0.694020661305
3.0,0.0,0.0,4.0,False,False,0.278429993167,False,0.2,False,0.367370980772
4.0,1.0,0.0,1.0,False,False,0.17629530909,False,0.0,False,0.116632468765
2.0,1.0,0.0,3.0,False,False,0.17804687682,False,0.0,False,0.149433350965
3.0,0.351534,0.0,1.0,True,False,0.470642325138,True,0.93,True,0.793399606301
3.0,1.0,1.0,4.0,False,False,0.371945960378,False,0.2,False,0.170282881885
1.0,1.0,0.0,1.0,True,False,0.123572594998,False,0.104742527663,False,0.488358190135
3.0,1.0,2.0,1.0,False,False,0.357253803822,False,0.242857142857,False,0.403831962296
1.0,1.0,0.0,1.0,True,False,0.123572594998,False,0.104742527663,False,0.488358190135
4.0,2.0,2.0,1.0,False,False,0.406761696782,False,0.4,True,0.608283675998
1.0,9.0,0.0,1.0,False,False,0.418702259672,True,0.6,True,0.668049595365
2.0,2.0,0.0,1.0,False,False,0.165634945313,False,0.246428571429,False,0.485656152341
0.0,1.0,2.0,1.0,False,False,0.20456774952,False,0.05,False,0.0242643694858
0.0,1.0,2.0,1.0,False,False,0.20456774952,False,0.05,False,0.0242643694858
2.0,8.0,1.0,2.0,False,False,0.164223850719,False,0.0,False,0.239544088022
2.0,1.0,0.0,1.0,False,False,0.171109988848,False,0.120952380952,False,0.490370870902
5.0,4.0,0.0,1.0,True,True,0.556158386979,True,0.53,True,0.623470407294
3.0,1.0,1.0,2.0,False,False,0.232177903201,False,0.0721052631579,False,0.37175165035
3.0,1.0,1.0,2.0,False,False,0.232177903201,False,0.0721052631579,False,0.37175165035
2.0,3.0,0.0,0.0,False,False,0.344711245288,False,0.408333333333,False,0.4609666219
5.0,1.0,0.0,0.0,False,False,0.195824173573,False,0.0,False,0.0695181405542
1.0,7.64057,0.0,1.0,True,False,0.0871250298205,False,0.0,False,0.190387553329
5.0,1.0,0.0,2.0,True,False,0.366835451655,False,0.18,False,0.429910796069
4.0,2.0,0.0,1.0,False,True,0.520989664036,True,0.7,True,0.778470065805
1.0,5.0,1.0,3.0,False,True,0.53571979804,False,0.3,False,0.281183828733
5.0,1.0,2.0,1.0,False,False,0.425195249393,False,0.433333333333,False,0.42880976442
1.192955,1.0,1.0,1.0,True,False,0.465988638356,True,0.88,True,0.694210030343
3.0,1.0,0.0,1.0,False,False,0.24124552186,False,0.316156993274,False,0.495008784935
2.0,3.0,0.0,1.0,False,False,0.350599399271,False,0.458333333333,True,0.505216147142
3.0,2.011576,0.364014,3.351926,True,True,0.607083735895,True,0.653333333333,False,0.489179254006
2.0,2.0,2.0,4.0,True,True,0.788086066378,True,0.8,True,0.624122660895
4.0,1.0,0.0,1.0,False,False,0.17629530909,False,0.0,False,0.116632468765
1.0,0.0,2.0,2.0,False,False,0.270860395599,False,0.0,False,0.197850913669
3.0,1.0,2.0,1.0,False,False,0.357253803822,False,0.242857142857,False,0.403831962296
2.0,1.0,2.0,1.0,False,False,0.313247397327,False,0.114285714286,False,0.189620435712
2.123995,0.139597,0.0,2.967964,True,True,0.500039455504,True,0.9,True,0.601833921348
1.702396,1.797021,0.288408,1.82806,True,False,0.470240279557,True,1.0,True,0.583744545683
4.0,1.0,0.0,1.0,False,False,0.17629530909,False,0.0,False,0.116632468765
1.0,0.0,0.0,1.0,False,False,0.0856834812921,False,0.0164380251211,False,0.475630533575
2.22966,2.6948,1.749347,3.32564,True,True,0.735514903702,True,1.0,True,0.866820868403
3.0,1.0,0.0,2.0,True,False,0.170304732989,False,0.0,False,0.152363686962
3.0,1.0,1.0,4.0,False,False,0.371945960378,False,0.2,False,0.170282881885
3.0,0.0,2.0,3.0,True,True,0.749859376609,False,0.2,False,0.487059732442
1.197255,2.395164,0.526209,2.705933,True,False,0.49735531571,True,0.9,True,0.743997914883
1.0,1.0,1.0,1.0,True,False,0.216450840533,False,0.287903207903,False,0.49484886431
3.0,2.0,1.0,3.0,False,False,0.303854036562,False,0.333333333333,True,0.502037639383
4.0,6.0,0.0,1.0,False,False,0.291008704529,True,0.693333333333,True,0.501252892738
4.0,3.0,1.0,2.0,False,True,0.625184705077,False,0.233333333333,False,0.439042459425
4.0,4.0,0.0,2.0,True,False,0.333080138674,True,0.633333333333,True,0.563535837653
2.0,0.0,2.0,2.0,False,True,0.656553372474,False,0.1,False,0.416878083583
2.872178,1.466653,1.0,1.0,True,True,0.53743446744,True,0.829166666667,True,0.814090399027
1.0,2.966704,0.017501,1.0,True,False,0.0977739489188,False,0.2,False,0.306571402812
1.0,1.0,0.0,1.0,False,False,0.123572594998,False,0.104742527663,False,0.488358190135
1.0,9.0,0.0,1.0,False,False,0.418702259672,True,0.6,True,0.668049595365
1.0,9.0,0.0,1.0,True,False,0.418702259672,True,0.6,True,0.668049595365
3.0,5.0,2.0,1.0,False,False,0.369248391219,False,0.4,True,0.575690780743
1.0,2.0,0.0,1.0,False,False,0.151394729077,False,0.192607911143,False,0.492325394071
2.0,2.0,0.0,1.0,False,False,0.165634945313,False,0.246428571429,False,0.485656152341
1.574086,4.758926,0.751911,2.430195,True,True,0.51423680715,True,0.7,False,0.425876886015
1.0,5.0,1.0,1.0,True,False,0.134873931127,False,0.125,False,0.451605674718
3.0,2.0,1.0,1.0,False,False,0.215058850641,False,0.0,False,0.175171761762
2.0,2.0,0.0,0.0,False,False,0.118404692513,False,0.253571428571,False,0.421810101554
2.0,2.0,0.0,1.0,False,False,0.165634945313,False,0.246428571429,False,0.485656152341
5.0,1.0,1.0,1.0,False,False,0.437065094609,True,0.583333333333,False,0.49860850603
4.0,0.0,0.0,1.0,False,False,0.160412616299,False,0.0214285714286,False,0.13477509262
2.0,5.0,0.0,1.0,False,False,0.125331033663,False,0.286666666667,False,0.486629322083
3.0,1.0,0.0,1.0,False,False,0.24124552186,False,0.316156993274,False,0.495008784935
1.0,3.0,1.0,1.0,True,False,0.22259574929,False,0.231666666667,False,0.493204237929
2.0,2.0,0.0,1.0,False,False,0.165634945313,False,0.246428571429,False,0.485656152341
1.0,2.0,0.0,4.0,True,False,0.229023316406,False,0.2,False,0.483611296148
5.0,1.0,0.0,1.0,True,False,0.189421236669,False,0.1,False,0.177976399038
3.912984,2.406689,0.0,1.0,True,False,0.347722165266,True,0.525,False,0.486792644623
5.0,2.0,1.0,1.0,True,False,0.364395817065,False,0.195,False,0.41799761998
1.0,2.0,0.0,4.0,False,False,0.229023316406,False,0.2,False,0.483611296148
1.0,1.0,0.0,1.0,False,False,0.146068434358,False,0.135169341278,False,0.491032676611
1.0,1.0,0.0,1.0,False,False,0.146068434358,False,0.135169341278,False,0.491032676611
1.0,0.0,0.0,0.0,False,False,0.0811364271098,False,0.0,False,0.00361958220866
2.0,1.0,0.0,1.0,False,False,0.231540811174,False,0.420833333333,False,0.494019533802
2.163971,1.352087,0.291196,3.145875,True,True,0.547068412868,True,0.8,True,0.675106658966
2.078224,1.0,0.797788,1.015282,True,False,0.483800535681,True,1.0,True,0.869662462142
1.0,1.0,1.0,5.0,False,False,0.374996501004,True,0.804761904762,False,0.4853431059
1.0,1.0,0.0,1.0,False,False,0.146068434358,False,0.135169341278,False,0.491032676611
1.0,3.0,0.0,3.0,True,False,0.495922419224,True,1.0,True,0.833457263532
5.0,0.0,0.0,2.0,False,False,0.20261941209,False,0.2,True,0.569339500113
1.0,1.0,1.0,1.0,True,False,0.217973423641,False,0.259232434232,False,0.494952205816
3.0,0.0,1.0,2.0,False,False,0.205588783101,False,0.0,False,0.033080940018
1.0,0.0,0.0,0.0,False,False,0.0811364271098,False,0.0,False,0.00361958220866
5.0,4.900935,0.486203,1.0,True,True,0.559602552238,True,0.9,True,0.628758645061
1.0,0.0,0.0,0.0,False,False,0.0811364271098,False,0.0,False,0.00361958220866
2.0,1.0,0.0,1.0,False,False,0.231540811174,False,0.420833333333,False,0.494019533802
1.0,2.0,0.0,3.0,True,False,0.156909661111,False,0.0,False,0.215693054298
1.0,1.0,0.0,3.0,False,False,0.14763269036,False,0.0,False,0.0165166571971
2.0,1.0,0.0,1.0,False,False,0.231540811174,False,0.420833333333,False,0.494019533802
3.0,2.0,0.0,2.0,True,False,0.181077017037,False,0.0,False,0.131841590172
